settled_at,process_before_settling,process_after_settling,mu,beta,observer,goal_correct,goal_error_reduction,goal_movement,process_accuracy,process_error_reduction,window_accuracy,whole_accuracy,recovered_mu,final_entropy
1,,,3,0.25,12,1,1.164204566742876,1.163764813758262,0.25,-0.008776389540800178,0.26190476190476186,0.25,1.9810636972055466,0.0004914342031205198
7,-0.057946331803797824,0.0378672653531138,3,0.25,13,1,1.4033881389161567,1.4033658077564983,0.3333333333333333,0.009921632849014372,0.2857142857142857,0.3333333333333333,1.8065394777286083,2.3823619940766784e-05
-1,,,3,0.25,14,0,-0.9524451661913622,0.5902780038137865,0.5416666666666666,0.04252479204953774,0.5714285714285714,0.5416666666666666,1.8741879944144455,0.7705343776737948
-1,,,3,0.25,15,1,0.49033090808359403,0.11083294008024795,0.16666666666666666,0.052636613639685415,0.19047619047619047,0.16666666666666666,2.0134296121255435,1.282479278656236
1,,,3,0.25,16,1,1.2082597762242084,0.845565503061875,0.20833333333333334,-0.05410450551480239,0.19047619047619047,0.20833333333333334,1.8589781881591951,0.5119054175654699
-1,,,3,0.25,17,0,0.10020325688179943,0.00445440690750153,0.2916666666666667,-0.0089545922697305,0.23809523809523808,0.2916666666666667,2.0080475836564493,1.3513800305405625
1,,,3,0.25,18,1,1.272450109656332,1.1179567502521768,0.375,0.029842370448492694,0.3571428571428571,0.375,2.1159761469135514,0.1940002597570374
11,0.20026025111959855,0.26813200162147255,3,0.25,19,1,1.5322384716222959,1.5280298848493075,0.4583333333333333,0.23702411597478035,0.42857142857142866,0.4583333333333333,2.4261623662281,0.004584160315066871
-1,,,3,0.25,20,1,0.6807554856954677,0.1171712133574879,0.20833333333333334,0.01550119087535018,0.1904761904761905,0.20833333333333334,1.9867790049276781,1.3129419126400863
5,0.0670389899165138,0.147950298701226,3,0.25,21,1,1.0605889685495273,0.6465806163394013,0.4583333333333333,0.13109377603774441,0.42857142857142855,0.4583333333333333,2.2087685995470867,0.6273479966956592
11,0.0482193922294214,0.002493085304391185,3,0.25,22,1,0.6205386080999791,0.19132387142042734,0.2916666666666667,0.02345097597836343,0.2619047619047619,0.2916666666666667,2.070722757252936,1.030833193149998
-1,,,3,0.25,23,1,0.2935559522608724,0.017387512331498472,0.25,0.0024808505954010407,0.2380952380952381,0.25,1.9999819207474467,1.3671442682761863
11,0.11084427726701529,0.10697502756888211,3,0.25,24,0,-0.03394188753447258,0.48990907006969725,0.5,0.10874843368052667,0.4523809523809524,0.5,2.024225596144385,1.0474539199089148
1,,,3,0.25,25,1,1.5473000087137319,1.5229764617760226,0.375,0.06700135393518525,0.42857142857142866,0.375,1.8514250091587259,0.02722132315526321
13,0.04309614273645801,0.23230607492814292,3,0.25,26,1,1.4251887686824072,1.281110647801323,0.75,0.129817361657647,0.7380952380952381,0.75,2.2774149823611918,0.17545628957065215
-1,,,3,0.25,27,1,0.9585328324458945,0.30044787517546573,0.625,0.06641498413973324,0.5952380952380952,0.625,1.9911878534349756,1.1253638839478541
2,0.13492472401579403,-0.04036080605355297,3,0.25,28,1,1.3937763891580344,0.8055129252012985,0.25,-0.025753678547774328,0.2619047619047619,0.25,1.678324017414322,0.771455646729863
-1,,,3,0.25,29,1,0.20275647243866501,0.03771939731965888,0.4583333333333333,0.0013716224683473222,0.4523809523809524,0.4583333333333333,1.991674692986929,1.3117925686718903
7,0.03496274847490177,0.017375711195287913,3,0.25,30,1,1.6608371912605877,1.5415997502657945,0.08333333333333333,0.02250526373517525,0.09523809523809523,0.08333333333333333,2.4197130701260328,0.132619631228673
1,,,3,0.25,31,0,-0.505129048211058,0.2314473127086127,0.375,0.00947563562589493,0.4285714285714285,0.375,1.9304519698043026,1.1003015237382994
-1,,,3,0.25,32,1,0.7103835347767676,0.2075108971789504,0.16666666666666666,0.038529346871718495,0.09523809523809523,0.16666666666666666,2.0932896447229528,1.1195225307383705
1,,,3,0.25,33,1,1.513033479220814,1.4775571909770935,0.16666666666666666,-0.05664748395589836,0.14285714285714285,0.16666666666666666,2.2702541248489405,0.04013965840247748
-1,,,3,0.25,34,1,0.876253110514143,0.22339508181676124,0.4166666666666667,0.019613151770481174,0.4047619047619047,0.4166666666666667,2.0216975528487398,1.2704052871228244
21,0.03904800877626702,0.42281601213418385,3,0.25,35,1,1.2978443279724943,1.2855429148070658,0.625,0.08701900919600636,0.5952380952380951,0.625,2.4413143633314167,0.014299443643767855
12,-0.05016674954210054,-0.1768359041935197,3,0.25,36,1,1.2337086128739225,1.2252999263735316,0.125,-0.11350132686781,0.14285714285714285,0.125,2.067399770233069,0.009708425453586156
8,0.17553117889641756,0.10770474194754498,3,0.25,37,1,1.3973804189417773,1.3277787174811118,0.6666666666666666,0.13031355426383584,0.6904761904761905,0.6666666666666666,1.6449181443023517,0.08098183498359879
-1,,,3,0.25,38,1,0.6118247977439637,0.1720619508260729,0.16666666666666666,-0.00730393509887195,0.14285714285714285,0.16666666666666666,1.9238253328385837,1.0673564882884068
1,,,3,0.25,39,1,1.2997563681446935,1.2770850144471688,0.75,0.190150376679038,0.738095238095238,0.75,2.4380419979914763,0.026460163072708584
1,,,3,0.1,0,0,-0.467131752300731,0.07056832623114087,0.16666666666666666,0.013793952394118625,0.16666666666666666,0.16666666666666666,2.007334831055504,1.2859215738728567
1,,,3,0.1,1,0,-1.0963703008711212,0.72223312427193,0.08333333333333333,0.0873545603209922,0.047619047619047616,0.08333333333333333,2.316359048301193,0.6926026752996164
-1,,,3,0.1,2,1,1.3104105979486738,0.6288666532253404,0.20833333333333334,0.0017666029787135606,0.19047619047619047,0.20833333333333334,2.0250223779922685,0.911138977460815
12,0.03547264222072499,0.0044079136970629484,3,0.1,3,0,-2.055468307898191,0.9565881352877402,0.4166666666666667,0.01994027795889375,0.4047619047619047,0.4166666666666667,1.9916342669994656,0.3228579769318047
-1,,,3,0.1,4,0,-0.00963229566599022,0.0136455247931743,0.125,0.004499380761201266,0.14285714285714285,0.125,1.9995066631810836,1.385173712716608
1,,,3,0.1,5,1,1.2327374675026166,1.23041148389236,0.625,0.19799569517450855,0.619047619047619,0.625,1.7202291856585517,0.0026309144776918373
-1,,,3,0.1,6,1,0.3329506551838084,0.10219755638760081,0.08333333333333333,-0.021275322960047527,0.09523809523809523,0.08333333333333333,2.014050545750186,1.2270857083681201
1,,,3,0.1,7,0,-0.3644766806472737,0.3846312248788576,0.08333333333333333,0.03388488318299565,0.09523809523809523,0.08333333333333333,2.005590472707596,1.1309552564556464
-1,,,3,0.1,8,0,0.22790599187185823,0.03254457285864841,0.5416666666666666,0.03325840551551429,0.5,0.5416666666666666,1.99611211208911,1.3402635506189116
1,,,3,0.1,9,0,-0.01985993089944116,0.20192112621309682,0.25,-0.01991770087843303,0.2619047619047619,0.25,1.994772980223999,1.110255339446307
2,0.14440271448469266,0.11169611135842383,3,0.1,10,1,0.5357922956797248,0.08732279227804837,0.6666666666666666,0.11442166161894618,0.6904761904761905,0.6666666666666666,1.9904623827229233,1.3441143439280991
1,,,3,0.1,11,1,0.44170578873796174,0.08347254800235919,0.20833333333333334,-0.03687358340002822,0.2380952380952381,0.20833333333333334,2.014608857460072,1.2942832802307591
-1,,,3,0.1,12,1,1.0265008754407023,0.3437575136349922,0.20833333333333334,0.001081131062337537,0.21428571428571427,0.20833333333333334,1.9312990946207638,1.1068546764762546
3,0.013522661165046301,0.1537088212984863,3,0.1,13,0,-0.2586532815096507,0.2930635188276589,0.3333333333333333,0.13618555128180643,0.38095238095238093,0.3333333333333333,1.9230067064371914,1.1622372888302754
12,-0.0057223122951564065,0.11176651244409985,3,0.1,14,1,1.5090493235146136,1.081684977520262,0.4583333333333333,0.0530221000744715,0.5238095238095238,0.4583333333333333,1.8751008463749044,0.5242680870455115
-1,,,3,0.1,15,1,1.2492478849252118,0.8150006569403417,0.3333333333333333,-0.022503520096140317,0.35714285714285715,0.3333333333333333,1.971909633265984,0.579619991080326
23,,,3,0.1,16,1,1.2819186827637463,1.0452789109040213,0.4583333333333333,0.07675186494456421,0.40476190476190477,0.4583333333333333,1.8916058782771508,0.30442218077222283
-1,,,3,0.1,17,0,0.3534861929479238,0.0535263204562592,0.2916666666666667,-0.02736484315490717,0.2857142857142857,0.2916666666666667,2.003623161381486,1.303085844133571
-1,,,3,0.1,18,0,0.5678647948035989,0.08057399256177017,0.4583333333333333,0.052614422944538,0.49999999999999994,0.4583333333333333,2.01182246795472,1.2547990461685474
7,0.07123628297412399,0.22539959260992437,3,0.1,19,1,1.4182958546802213,1.1728012063634954,0.8333333333333334,0.1804352939661491,0.8333333333333334,0.8333333333333334,2.1530405436832547,0.3023806601380106
-1,,,3,0.1,20,1,0.16041229992220996,0.02973212442994408,0.3333333333333333,0.04350972426650279,0.3095238095238095,0.3333333333333333,1.999044711902512,1.3220478196261163
-1,,,3,0.1,21,1,0.4803264716156026,0.13738203552809883,0.2916666666666667,0.004407693510081634,0.3095238095238095,0.2916666666666667,1.9377538724389778,1.1234719534896271
-1,,,3,0.1,22,0,0.11365617141807483,0.006027653998268819,0.2916666666666667,-0.0179032249080473,0.2619047619047619,0.2916666666666667,2.0007430541649676,1.3775130458753384
1,,,3,0.1,23,0,-2.69380984812574,1.4441245278425618,0.20833333333333334,-0.08864476008161315,0.16666666666666669,0.20833333333333334,2.3606974379595975,0.21227741623321356
3,0.06527369204906708,0.3065087050242088,3,0.1,24,0,-3.886495380529468,1.200915023378011,0.4166666666666667,0.2763543284023162,0.4285714285714285,0.4166666666666667,2.4721764866431877,0.206961909640782
-1,,,3,0.1,25,0,0.5382220853734665,0.06231348559591032,0.4166666666666667,0.0458067014564878,0.4047619047619047,0.4166666666666667,1.9931084490446134,1.3151687672939847
-1,,,3,0.1,26,0,-0.010150195872097312,0.06365268135123411,0.08333333333333333,0.046598531735115634,0.07142857142857142,0.08333333333333333,2.002579939639594,1.2506862238845065
-1,,,3,0.1,27,0,-0.34296206136547047,0.3708130439882713,0.25,0.004699846524744977,0.2380952380952381,0.25,1.9693155964818592,1.103075460950062
1,,,3,0.1,28,0,-0.04400421322415338,0.1239418324179472,0.08333333333333333,-0.054499613389003665,0.09523809523809523,0.08333333333333333,2.0136213949621053,1.2587685892801193
-1,,,3,0.1,29,0,-0.06860398206198903,0.1783167324415968,0.25,-0.002517496785699791,0.23809523809523808,0.25,2.1155914324343907,1.2048230246161247
-1,,,3,0.1,30,1,0.7753211922061438,0.35350180198646264,0.3333333333333333,0.034066425850578064,0.3571428571428571,0.3333333333333333,2.0265920456227082,0.8575412044195276
-1,,,3,0.1,31,1,0.15906307578985568,0.03232646535660176,0.4166666666666667,0.0657407689238827,0.4285714285714285,0.4166666666666667,2.0022176723183605,1.3214791483709112
-1,,,3,0.1,32,0,0.3124746068880204,0.057607506376182616,0.5416666666666666,0.02255113010858034,0.5238095238095238,0.5416666666666666,2.008402355645177,1.3371537898820798
1,,,3,0.1,33,0,-0.08151079202494005,0.5825638289428224,0.041666666666666664,0.05038786815980334,0.023809523809523808,0.041666666666666664,2.1639010052814203,1.009320784021608
-1,,,3,0.1,34,1,0.1933604920695986,0.02956057997309747,0.3333333333333333,0.031816546064461715,0.3095238095238095,0.3333333333333333,2.0034949922184357,1.3424471108342608
9,0.037052716693791066,0.04932270970577313,3,0.1,35,0,0.1805708610137453,0.08483448189926392,0.6666666666666666,0.04472146232627994,0.7142857142857142,0.6666666666666666,2.0186291394653786,1.26511768627371
-1,,,3,0.1,36,1,0.823865981917761,0.2623581357718192,0.3333333333333333,0.013856152839641478,0.3333333333333333,0.3333333333333333,1.9271308513118321,1.0833272568791172
1,,,3,0.1,37,1,0.34713394171370615,0.12021601006605731,0.375,0.05182823066282438,0.38095238095238093,0.375,2.0800094785616245,1.1569978064481563
1,,,3,0.1,38,1,1.2211896270111857,0.6405998457950159,0.041666666666666664,0.021708300616267273,0.047619047619047616,0.041666666666666664,2.226024097470947,0.8057006041364397
-1,,,3,0.1,39,0,0.15870492937083935,0.13840289900161096,0.4166666666666667,0.03908771920418985,0.40476190476190477,0.4166666666666667,1.9937887259235225,1.1751970520671022
