process_uptake,goal_uptake,value_uptake,final_gate,mean_gate,process_ungated,goal_ungated,stance,depth,observer,engaged
-0.030685622536379374,0.2540894807243441,2.769491388511803,0.7362318836082526,0.6608125000731984,-0.05376003750294944,1.4609276981252615,adversarial,1,5,0.75
-0.06108622442009548,0.2544064833547909,2.7463841229496833,0.7362996228752633,0.6802933312682058,-0.07990835957761822,1.234169020564489,adversarial,1,6,0.5
-0.16347343090423558,0.3013264627604525,3.246728592556877,0.7362833454754592,0.6683856831718654,-0.23145333569739024,1.6652634979106862,adversarial,1,7,0.5
-0.08595671074920096,0.23141376184781348,2.9910020792329335,0.7362872116210204,0.6553720886804264,-0.11520261009004784,1.2555962349607113,adversarial,1,8,0.5
0.0075527555418121,0.24609379022617942,2.648404516617599,0.7363318761520941,0.6770233802822078,0.015622452875192705,1.2075663804701873,adversarial,1,9,0.625
0.05023104294616307,0.23595963592171135,2.537067621235294,0.7251495815079295,0.5872074637922855,0.09515003667743271,1.1483982825881294,adversarial,1,10,0.5
-0.09240787780598259,0.2212071273357221,2.659917979764103,0.7362947346617621,0.6691083321501574,-0.13543485743347428,1.1164983695165425,adversarial,1,11,0.5
-0.09059980364169373,0.2614927500903167,3.3203323399393816,0.7362083348717959,0.6650222809565219,-0.1180481008366494,1.3047375530584435,adversarial,1,12,0.5625
0.08545288136788882,0.28813200103065445,3.582964489656538,0.7362692410057846,0.6705210931010271,0.1124066199807976,1.5425667662536366,adversarial,1,13,0.5
0.005567564121898995,0.33878994656655353,4.672591699952182,0.7345851742851753,0.6021543629975895,-0.05116984471450059,1.3902519176492671,adversarial,1,14,0.5
-0.025234848493172264,0.2926347518603025,3.141045281963599,0.73621907492632,0.6571544179253173,-0.008630383316931,1.6655648342296894,adversarial,1,15,0.5
0.005276879736057474,0.23925895588275342,2.5838050168919797,0.7362092643486626,0.6521410706055697,0.0026617700266571287,1.3911002714680274,adversarial,1,16,0.5
0.1716063032499643,0.24509119441177898,2.862135189362144,0.7363242868564068,0.660580430945071,0.24738392755407812,1.3767117875307866,adversarial,1,17,0.5625
0.07425887909190595,0.2443664675055337,2.858687169631555,0.7052176520556899,0.48404376463171767,0.12787143938754997,1.5136936952295232,adversarial,1,18,0.5
0.033683123396074946,0.31733590349811114,3.4589455857931664,0.7330886905612167,0.6165657634304694,0.03886513880616893,1.5913258032900857,adversarial,1,19,0.5
0.04220570264559706,0.28880561229806656,3.608354531776914,0.7362788524463413,0.6633458450215497,0.056805362894818856,1.5822473864957367,adversarial,1,20,0.5
-0.03510806473798958,0.29194319929495316,3.114197613380873,0.7358692072057634,0.5723852176562274,-0.024087767864711118,1.6397202017902635,adversarial,1,21,0.5
-0.1690889824060544,0.2706535783874747,1.8745449377366827,0.7223926824298006,0.500010492080349,-0.2623260396808229,1.058769579954543,adversarial,1,22,0.5
0.009839451591560775,0.2661651917476088,3.09906479960423,0.7362687927079801,0.6573458537638763,0.015932573258010008,1.5800154512987978,adversarial,1,23,0.5
0.18791395305225356,0.21404910108905564,2.3922617783689395,0.7363307045848159,0.6661594946632775,0.2447908203072997,1.0892588380946584,adversarial,1,24,0.75
0.03089747812334088,0.2712027468713606,3.2795678828503245,0.7362731496383588,0.6590194830696328,0.03485567264302225,1.4894141648040091,adversarial,1,25,0.5
-0.03402512251269932,0.24794949000213226,2.5716543024451135,0.732208912151845,0.5588290093792109,-0.05209092932783155,1.5544855340541543,adversarial,1,26,0.5
