label,kappa,coupling,values_layer,observer,integration,theta_EC,value_divergence,psi,goal_correct,final_entropy,error_reduction
honest,0.2,1.0,True,10,0.03988483706654843,0.5024149731446629,0.27801871643082865,0.00054727103987922,0,1.2410344913939695,-0.5513381237660024
honest,0.2,0.0,False,11,0.06681042512563141,0.35995986680026165,0.009959866800261667,0.00014848483686863396,0,1.3441978521685556,-0.2193868257587006
honest,0.2,0.0,True,11,0.003258057483702384,0.7457863059247498,0.39578630592474984,7.240967754156443e-06,0,1.3441978521685556,-0.2193868257587006
honest,0.2,1.0,False,11,0.11296429411041613,0.28796789344020934,0.009959866800261667,0.0002510608898450263,0,1.3441978521685556,-0.2193868257587006
honest,0.2,1.0,True,11,0.010664609496828634,0.5966290447397998,0.39578630592474984,2.37018818309655e-05,0,1.3441978521685556,-0.2193868257587006
honest,0.2,0.0,False,12,0.08291339834483408,0.37158219608693,0.021582196086930017,0.0003993049467142005,0,1.2876504491668515,-0.1673560601358386
honest,0.2,0.0,True,12,0.0002254077847228761,1.1208282895934625,0.7708282895934625,1.085547634815307e-06,0,1.2876504491668515,-0.1673560601358386
honest,0.2,1.0,False,12,0.14077430140263616,0.297265756869544,0.021582196086930017,0.000677958882912085,0,1.2876504491668515,-0.1673560601358386
honest,0.2,1.0,True,12,0.0013530382259570636,0.89666263167477,0.7708282895934625,6.51613451508858e-06,0,1.2876504491668515,-0.1673560601358386
honest,0.2,0.0,False,13,0.06238495057822349,0.3692780473960505,0.019278047396050525,0.00026836583102097443,0,1.3439761697826333,-0.1789646555030795
honest,0.2,0.0,True,13,0.0012117631141729099,0.8698344177530216,0.5198344177530216,5.2127285847220325e-06,0,1.3439761697826333,-0.1789646555030795
honest,0.2,1.0,False,13,0.10724746314617727,0.2954224379168404,0.019278047396050525,0.0004613541295672978,0,1.3439761697826333,-0.1789646555030795
honest,0.2,1.0,True,13,0.0048557153887376124,0.6958675342024173,0.5198344177530216,2.088818029704066e-05,0,1.3439761697826333,-0.1789646555030795
honest,0.2,0.0,False,14,0.057583423250839226,0.35983544162233916,0.009835441622339194,0.00012637922420128916,0,1.3718299622969639,-0.2173746088430566
honest,0.2,0.0,True,14,0.003081541774028621,0.73283872469554,0.38283872469554003,6.763107102006577e-06,0,1.3718299622969639,-0.2173746088430566
honest,0.2,1.0,False,14,0.09801512389975243,0.28786835329787136,0.009835441622339194,0.00021511529914580789,0,1.3718299622969639,-0.2173746088430566
honest,0.2,1.0,True,14,0.009886034267638724,0.586270979756432,0.38283872469554003,2.169703137878891e-05,0,1.3718299622969639,-0.2173746088430566
honest,0.2,0.0,False,15,0.06745824006863747,0.36144099997373935,0.011440999973739388,0.00017221989962540364,0,1.3403520795273807,-0.035629443044636
honest,0.2,0.0,True,15,0.0006181532567672768,0.9566598257305405,0.6066598257305406,1.5781362176845629e-06,0,1.3403520795273807,-0.035629443044636
honest,0.2,1.0,False,15,0.11424454776621698,0.2891527999789915,0.011440999973739388,0.00029166465844689094,0,1.3403520795273807,-0.035629443044636
honest,0.2,1.0,True,15,0.0028502334365921476,0.7653278605844325,0.6066598257305406,7.276604249672407e-06,0,1.3403520795273807,-0.035629443044636
honest,0.2,0.0,False,16,0.06192984152418133,0.3893603522123978,0.03936035221239781,0.0005439303414577971,0,1.3174890660963332,0.11061542217942799
honest,0.2,0.0,True,16,0.00018628523355418048,1.1231381842791412,0.7731381842791414,1.6361448407082831e-06,0,1.3174890660963332,0.11061542217942799
honest,0.2,1.0,False,16,0.10959877068789009,0.3114882817699183,0.03936035221239781,0.0009626069645332734,0,1.3174890660963332,0.11061542217942799
honest,0.2,1.0,True,16,0.0011225556823324164,0.898510547423313,0.7731381842791414,9.859416406839147e-06,0,1.3174890660963332,0.11061542217942799
honest,0.2,0.0,False,17,0.0538584102637079,0.36086069824636796,0.010860698246368004,0.00013052557594181221,0,1.3826809975250491,-0.0006423014788174974
honest,0.2,0.0,True,17,0.0005569432279603437,0.9391677595596606,0.5891677595596606,1.3497490037391823e-06,0,1.3826809975250491,-0.0006423014788174974
