leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence,arm
0.1,9,4,True,0.10000001972426846,0.16666666666666666,0.002565151838806715,2.6215416626622288,skims_it
0.1,9,5,True,0.1,0.16666666666666666,0.0023862100166073793,6.370399881838957,skims_it
0.1,9,6,True,0.1000133054023909,0.16666666666666666,0.003649242294270918,1.629005394069424,skims_it
0.1,9,7,True,0.1,0.375,0.00564149879403265,13.305297324355752,skims_it
0.1,9,8,True,0.1,0.2916666666666667,0.00972157234623082,12.000418741467385,skims_it
0.1,9,9,True,0.10000000000028929,0.125,0.011983948716782392,4.168004870024752,skims_it
0.1,9,10,True,0.10000000000244705,0.08333333333333333,0.011323472438642707,3.8720154553922734,skims_it
0.1,9,11,True,0.10000012417113326,0.08333333333333333,0.010862249925572963,2.343532074072218,skims_it
0.1,9,12,True,0.1,0.375,0.019295617029111853,13.815504507338982,skims_it
0.1,9,13,True,0.1,0.4583333333333333,0.020643964970416352,13.815510239329077,skims_it
0.1,9,14,True,0.10000000161732772,0.08333333333333333,0.022288039047196312,2.9643044896686965,skims_it
0.1,9,15,True,0.10000015532981764,0.08333333333333333,0.021236577993746154,2.2969570127536993,skims_it
0.1,9,16,True,0.1000000000000138,0.125,0.019999183203673783,4.556976910065955,skims_it
0.1,9,17,True,0.10000000116419111,0.08333333333333333,0.019463865324561527,3.0200744222969753,skims_it
0.1,9,18,True,0.10000000391547673,0.08333333333333333,0.019900195496146057,2.796110529989979,skims_it
0.1,9,19,True,0.1,0.16666666666666666,0.023367212115828317,7.095047994363496,skims_it
0.1,10,0,True,0.10000000000000027,0.125,0.00022626727680860863,5.074971940268352,skims_it
0.1,10,1,True,0.10087698669551404,0.125,0.0006294760295587334,0.9243989091118439,skims_it
0.1,10,2,True,0.11270611690493035,0.125,0.0010860452024089263,0.4021607503521607,skims_it
0.1,10,3,True,0.1,0.5,0.003294750054266885,13.81551008267417,skims_it
0.1,10,4,True,0.10000325909071248,0.08333333333333333,0.002808757208224228,1.849660839045418,skims_it
0.1,10,5,True,0.10000000000000668,0.125,0.0032362321880827875,4.66207263231218,skims_it
0.1,10,6,True,0.10000000000000223,0.125,0.002662478168408266,4.80410220254158,skims_it
0.1,10,7,True,0.10000001871276218,0.08333333333333333,0.001905055654551062,2.5943771547114873,skims_it
0.1,10,8,True,0.1,0.3333333333333333,0.002492267921273949,7.32526753121847,skims_it
0.1,10,9,True,0.103173450276113,0.08333333333333333,0.0026623863761693206,0.5211544280171415,skims_it
0.1,10,10,True,0.10000000880089607,0.08333333333333333,0.0031025516980932102,2.7310972894558634,skims_it
0.1,10,11,True,0.10000000000000128,0.125,0.0031601640494750213,4.8704457931803775,skims_it
0.1,10,12,True,0.10000000000000485,0.125,0.004062063636745619,4.694015348102152,skims_it
0.1,10,13,True,0.10078041238543622,0.08333333333333333,0.004214645003331033,0.837069138007203,skims_it
0.1,10,14,True,0.10000000000000558,0.125,0.0024655686962192745,4.679323296701991,skims_it
0.1,10,15,True,0.10000000002014818,0.08333333333333333,0.0031326085846635036,3.579726074828795,skims_it
