arm,content,omega,seed_rep,observer,true_goal,explore_mass,final_entropy,real_goal_entropy,modal_real_goal,modal_goal_full,correct,engaged_fraction,cum_deep,modal_is_explore
explore_off,human_directed,0.0,0,186,0,0.0,2.866068163729277e-13,2.8649579407046517e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,187,0,0.0,2.040649599004443e-09,2.040649821049048e-09,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,188,0,0.0,3.2327772641107866e-10,3.2327772641107866e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,189,0,0.0,3.134695044020328e-10,3.134695044020328e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,190,0,0.0,1.050972025647737e-06,1.0509720258697813e-06,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,191,0,0.0,4.358572594855713e-13,4.3574623718310883e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,192,0,0.0,3.0088899355293863e-13,3.0088899355293863e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,193,0,0.0,1.4413568432699433e-12,1.441245820967481e-12,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,194,0,0.0,5.059585603352652e-10,5.059585603352652e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,195,0,0.0,2.6957748269575294e-13,2.6957748269575294e-13,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,196,0,0.0,5.772924729361452e-11,5.772924729361452e-11,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,197,0,0.0,4.155238112861955e-07,4.1552381117517325e-07,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,198,0,0.0,2.9418729014122497e-12,2.9417618791097876e-12,0,0,1,0.0,10,0
explore_off,human_directed,0.0,0,199,0,0.0,9.731263666944567e-10,9.731260336275495e-10,0,0,1,0.0,10,0
explore_off,human_directed,0.0,1,0,2,0.0,1.771470837587752e-11,1.771459735357506e-11,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,1,2,0.0,2.4308167848247526e-06,2.4308167850467968e-06,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,2,2,0.0,1.1420896009088144e-12,1.1419785786063523e-12,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,3,2,0.0,8.971590039905316e-09,8.971590039905316e-09,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,4,2,0.0,5.372778182400766e-12,5.372667160098303e-12,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,5,2,0.0,1.2713326104230664e-10,1.2713326104230664e-10,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,6,2,0.0,1.1254456636865266e-11,1.1254456636865266e-11,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,7,2,0.0,1.577340599070855e-13,1.577340599070855e-13,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,8,2,0.0,4.56127612624056e-08,4.56127612624056e-08,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,9,2,0.0,3.0061298428218896e-12,3.0061298428218896e-12,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,10,2,0.0,1.948283077607726e-05,1.948283077607726e-05,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,11,2,0.0,3.3842843108854083e-12,3.3841732885829462e-12,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,12,2,0.0,2.1871695295903553e-08,2.1871695295903553e-08,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,13,2,0.0,9.53479649413247e-07,9.534796496352914e-07,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,14,2,0.0,5.562292732280318e-12,5.562292732280318e-12,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,15,2,0.0,5.482280595257859e-13,5.481170372233234e-13,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,16,2,0.0,1.0763520243495358e-10,1.0763520243495358e-10,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,17,2,0.0,4.1350626041786866e-07,4.1350626041786866e-07,2,2,1,0.0,10,0
explore_off,human_directed,0.0,1,18,2,0.0,2.1504213645506458e-10,2.1504213645506458e-10,2,2,1,0.0,10,0
