sweep,n_artifacts,m_observers,averaging,seed_rep,generation,kl_payload,creator_col_kl,eff_sample_count,mi_genuine,mean_deep_genuine
M,1000,1,True,1,5,0.11869839643010206,0.8314402553589348,671.7000281763094,0.5003488518213737,2.688
M,1000,1,True,1,6,0.11469711803116092,1.0521520741467534,618.2513623588735,0.34269384214116067,2.474
M,1000,1,True,1,7,0.11207927900469311,1.225263197712711,496.53121472368144,0.2894152453053608,1.987
M,1000,1,True,2,0,0.05070696645493358,0.5123937889448255,500.6929028216372,0.8543132794345489,2.005
M,1000,1,True,2,1,0.12057517966628886,0.5750383661152524,467.6728532855163,0.778042770478317,1.872
M,1000,1,True,2,2,0.08886470724270604,0.6825553435806292,556.9213788544287,0.6757252318026131,2.229
M,1000,1,True,2,3,0.08723657837287073,0.7411179193222701,613.9487726062767,0.5889788399793023,2.457
M,1000,1,True,2,4,0.04032775001431928,0.6674532369181024,571.7386702956003,0.6083942165282356,2.288
M,1000,1,True,2,5,0.0742481940541886,0.8720759942453296,655.7130476613677,0.5488352928644987,2.624
M,1000,1,True,2,6,0.10430041971723587,0.9378753809737131,687.7274607034813,0.4861846892900632,2.752
M,1000,1,True,2,7,0.09212667322958205,0.9703969858267447,669.5060946697464,0.39403981753370726,2.679
M,1000,5,True,0,0,0.0568963114092135,0.46666830173345697,490.01337154707096,0.8252955607405322,1.9617999999999998
M,1000,5,True,0,1,0.08598013969639404,0.5625400787627312,512.247039771057,0.7371976638032816,2.0504000000000002
M,1000,5,True,0,2,0.08254020322395356,0.5312216996764557,567.0566156715319,0.6451295421756892,2.2695999999999996
M,1000,5,True,0,3,0.10485639940687191,0.5631257103135102,596.1601338374747,0.5976848225547545,2.3858000000000006
M,1000,5,True,0,4,0.09191638707753166,0.6781124531019262,643.5323428278891,0.5283450336109217,2.5754
M,1000,5,True,0,5,0.1111848709751318,0.6969650823053415,637.9746069100471,0.5031209042937832,2.553
M,1000,5,True,0,6,0.11559810854245121,0.6570946565493307,626.1925165192209,0.5290383895553814,2.5060000000000002
M,1000,5,True,0,7,0.12067089605564865,0.6440164974247724,632.0222719324753,0.49099222523243463,2.5296
M,1000,5,True,1,0,0.06494705112694624,0.43221743359105896,466.5522782760605,0.8306722729506,1.8679999999999999
M,1000,5,True,1,1,0.08461279696355588,0.4719088697285344,475.2586781220224,0.8081192384125078,1.9026
M,1000,5,True,1,2,0.06843058296000028,0.4695498744659919,536.6238829779174,0.7847523372200269,2.1482
M,1000,5,True,1,3,0.06252620449174764,0.4947574965802651,529.7691254090325,0.7645240363270311,2.1204
M,1000,5,True,1,4,0.056889999304467156,0.528344052872685,528.038693620774,0.7043674230954527,2.1136000000000004
M,1000,5,True,1,5,0.11731072884996863,0.6251140017634165,543.3532814229809,0.6139960667991253,2.1746
M,1000,5,True,1,6,0.10388891253225443,0.6230529220503087,571.0988125375603,0.5985049599996473,2.2856
M,1000,5,True,1,7,0.1106816246541295,0.5968112744169545,599.8563698131088,0.5862759262893599,2.401
M,1000,5,True,2,0,0.06552256527940399,0.4917398870897758,461.7913785498178,0.8586187175219042,1.8490000000000002
M,1000,5,True,2,1,0.08141179645924991,0.5290805729657984,469.9501332874153,0.8290515540852816,1.8811999999999998
M,1000,5,True,2,2,0.06981438535253522,0.5667422400186796,507.37758375647354,0.7592798804961947,2.0308
M,1000,5,True,2,3,0.07736534998099909,0.774024233722217,607.4973313867292,0.5959907847017416,2.4314
M,1000,5,True,2,4,0.06991179266332645,0.6843600167304481,601.3345808811073,0.5498488452931476,2.4066
M,1000,5,True,2,5,0.08905107169494035,0.8141437218625402,590.050889349899,0.5241306662204648,2.3614
M,1000,5,True,2,6,0.0939686568497809,0.823102146369869,655.2921584515107,0.44979649669758837,2.6222000000000003
M,1000,5,True,2,7,0.10233827584864391,0.826098464528181,675.9286077710043,0.41562886104482566,2.7047999999999996
M,1000,20,True,0,0,0.0578310060767685,0.4202937877415154,489.74908199305463,0.8062134400176459,1.9607500000000002
M,1000,20,True,0,1,0.08662161656106736,0.5164493743405724,524.3646585878975,0.7143460547035337,2.0987999999999998
M,1000,20,True,0,2,0.08281117074533112,0.55183663923855,583.711898627684,0.6120337460376507,2.33655
M,1000,20,True,0,3,0.09753961586536225,0.6026028618691454,587.9170437321067,0.5687354556102571,2.3530499999999996
M,1000,20,True,0,4,0.10240074255265208,0.5717920662123345,611.1900758914372,0.5490190927751104,2.4462
M,1000,20,True,0,5,0.10981726450801288,0.5626228292745672,610.8985974799311,0.5382596535240513,2.4448999999999996
M,1000,20,True,0,6,0.12765797829452896,0.5407158905911668,608.9430605709015,0.5502805895191478,2.4371
M,1000,20,True,0,7,0.1234079578260204,0.5063711992811226,597.5605187390395,0.5332397952677236,2.3916499999999994
M,1000,20,True,1,0,0.0684471014167313,0.4421670542062473,460.7019789211914,0.8458856420296186,1.8444500000000001
M,1000,20,True,1,1,0.09270104732898421,0.4904517268584418,485.85417070145814,0.796587872458111,1.9448999999999999
M,1000,20,True,1,2,0.07805155602448854,0.4071285595699326,535.5193346616385,0.7705253552988458,2.1436499999999996
M,1000,20,True,1,3,0.07680865905947239,0.45042704462114846,542.9701521635727,0.7694654862895239,2.17345
M,1000,20,True,1,4,0.07710293089633569,0.47645716992003073,542.8127329582733,0.7003477361149186,2.1727
M,1000,20,True,1,5,0.10323925731875795,0.5659063519280918,567.1384266995012,0.6337712866567413,2.2702
M,1000,20,True,1,6,0.10838589577564572,0.5602722146375504,575.6331808875901,0.6098305904069216,2.3039
M,1000,20,True,1,7,0.0940189609869127,0.6173438096290971,602.7182434842746,0.5659626098102326,2.41225
M,1000,20,True,2,0,0.051942077975558276,0.4226380913452464,482.50944910413716,0.8489892162535065,1.93165
M,1000,20,True,2,1,0.08930660244111638,0.5028601758847817,492.04885495262215,0.7839277259420204,1.9696499999999997
M,1000,20,True,2,2,0.08764532504201611,0.574765830465697,539.3191005048836,0.6868758126523472,2.1588000000000003
M,1000,20,True,2,3,0.09769405467006485,0.6292973483013394,584.201190914928,0.6366544674615796,2.3382499999999995
M,1000,20,True,2,4,0.07457817187162062,0.5919113431446484,573.2113575027647,0.5858410583405395,2.29425
M,1000,20,True,2,5,0.08395983027752311,0.7437454536132848,608.0516739605803,0.524345721925306,2.4335
M,1000,20,True,2,6,0.10249221152627408,0.6838938270562893,619.5052110975386,0.49666998366783766,2.4793000000000003
M,1000,20,True,2,7,0.12100302949557223,0.6998650874231817,626.0911917856872,0.49711593191684544,2.5057
