regime,reader,coverage,kappa,contamination,seed_rep,observer,creator_mi,oracle_mi,mi_ratio,ghost_col_err,frac_corpus_labelled
symmetric,naive,0.7,0.9,0.6,2,0,0.8863265558699189,1.0887088433787815,0.8141079786944928,0.2946490829900591,0.71
symmetric,naive,0.7,0.9,0.6,2,1,0.9698200980864842,1.0887088433787815,0.8907984021482466,1.4771726295003516,0.71
symmetric,naive,0.7,0.9,0.6,2,2,0.8482555491580519,1.0887088433787815,0.779139027221926,0.04677469453752808,0.71
symmetric,naive,0.7,0.9,0.6,2,3,0.8904097769736462,1.0887088433787815,0.8178584957666745,0.6853532190388346,0.71
symmetric,naive,0.7,0.9,0.6,2,4,0.938380280306112,1.0887088433787815,0.8619203251751603,1.414501460282469,0.71
symmetric,naive,0.7,0.9,0.6,2,5,0.9947727908100715,1.0887088433787815,0.913717930059995,0.35072461042716463,0.71
symmetric,naive,0.8,0.9,0.6,0,0,0.9296740627300988,1.0887088433787815,0.853923496979117,0.020915611768755834,0.78
symmetric,naive,0.8,0.9,0.6,0,1,0.9230388358956163,1.0887088433787815,0.8478289135881248,0.030900164179452724,0.78
symmetric,naive,0.8,0.9,0.6,0,2,0.9248751410393907,1.0887088433787815,0.8495155951604684,0.03588247201674458,0.78
symmetric,naive,0.8,0.9,0.6,0,3,0.9675450248277967,1.0887088433787815,0.888708703628276,0.03831240621001344,0.78
symmetric,naive,0.8,0.9,0.6,0,4,0.9876078443267111,1.0887088433787815,0.9071367889891425,0.031073013203779563,0.78
symmetric,naive,0.8,0.9,0.6,0,5,0.9532594153815827,1.0887088433787815,0.8755870967513822,0.02518453455305916,0.78
symmetric,naive,0.8,0.9,0.6,1,0,1.1232640533334581,1.0887088433787815,1.0317396245698118,0.05835918191062997,0.7925
symmetric,naive,0.8,0.9,0.6,1,1,1.0337324378171233,1.0887088433787815,0.9495031147252921,0.042554393393958306,0.7925
symmetric,naive,0.8,0.9,0.6,1,2,1.103756403092236,1.0887088433787815,1.0138214728436987,0.043100703948505355,0.7925
symmetric,naive,0.8,0.9,0.6,1,3,0.8528569561260425,1.0887088433787815,0.783365507971095,0.04288813470033963,0.7925
symmetric,naive,0.8,0.9,0.6,1,4,1.1236913884498323,1.0887088433787815,1.0321321400885137,0.035980620359270105,0.7925
symmetric,naive,0.8,0.9,0.6,1,5,0.9737557697845625,1.0887088433787815,0.8944133922551185,0.02823241623761669,0.7925
symmetric,naive,0.8,0.9,0.6,2,0,0.8705074642979398,1.0887088433787815,0.7995778390082154,0.06197106423874847,0.835
symmetric,naive,0.8,0.9,0.6,2,1,0.9130809039556537,1.0887088433787815,0.838682361688116,1.3808207196260742,0.835
symmetric,naive,0.8,0.9,0.6,2,2,0.9106184220644763,1.0887088433787815,0.8364205247368012,0.03578739361316777,0.835
