true_beta,seed_rep,observer,true_goal,recovered_beta,beta_posterior_entropy,modal_beta_level,modal_goal,correct,final_entropy,psi_analogue,engaged_fraction,cum_deep
0.0,1,11,2,0.2842716842232049,1.2359773529162799,1,3,0,0.6400225109102942,1.4355517636973856,0.0,10
0.0,1,12,2,0.3737303111540642,1.428264498938034,1,0,0,0.896648021640154,1.6189420163575114,0.0,10
0.0,1,13,2,0.2545234672347059,1.2363344033062431,1,2,1,1.0875209566770705,0.4149086339067492,0.0,10
0.0,1,14,2,0.1909163484768583,1.1008387776699298,0,2,1,1.3000814420879476,0.244027097132589,0.0,10
0.0,1,15,2,0.26520760357085627,1.2446639505409292,1,1,0,0.9316684714226863,0.8347230752923954,0.0,10
0.0,1,16,2,0.29675841442680373,1.2681431464196087,1,1,0,0.5530194931224548,2.429339465147653,0.0,10
0.0,1,17,2,0.2927674232692709,1.3259110840196817,1,0,0,0.9539202524681168,1.1994064956949753,0.0,10
0.0,1,18,2,0.21924931180769605,1.1697407377622362,1,2,1,1.2014516081420192,0.4598170126357727,0.0,10
0.0,1,19,2,0.23906775827225787,1.2162028197341614,1,3,0,1.0619968281111352,0.6376060839056993,0.0,10
0.0,1,20,2,0.24047417575076413,1.2045711439393356,1,3,0,1.0755183527780363,0.9546074599987145,0.0,10
0.0,1,21,2,0.23391945133424674,1.1959941137268761,1,2,1,1.2114535470189027,0.7439620845826699,0.0,10
0.0,1,22,2,0.27725711097499384,1.2391213322064083,1,3,0,0.6997008186608763,1.5450373556094916,0.0,10
0.0,1,23,2,0.27616655733492884,1.2582068953653747,1,1,0,1.0245633643748562,0.8045935287913688,0.0,10
0.0,1,24,2,0.30611353125326946,1.401977378514291,1,3,0,1.309908751039267,0.31255326288975477,0.0,10
0.0,1,25,2,0.2618887867077175,1.2446672338784095,1,2,1,1.0151463039994357,0.9227342368923485,0.0,10
0.0,1,26,2,0.28711528208701875,1.3353528932818264,1,0,0,1.0743663853152432,0.9282197566209124,0.0,10
0.0,1,27,2,0.1780353822523144,1.065473354792982,0,3,0,0.6693548382372965,1.9469504318666961,0.0,10
0.0,1,28,2,0.3749948181192954,1.506340942164473,1,2,1,1.0276117476804247,0.4432203714727616,0.0,10
0.0,1,29,2,0.28969630630008475,1.2752605451801444,1,2,1,1.083166193377981,0.5588574433363233,0.0,10
0.0,1,30,2,0.2823876468232739,1.240256787034097,1,0,0,0.6032652392038845,1.8672791655191694,0.0,10
0.0,1,31,2,0.43907047174674346,1.3256557935330153,2,2,1,0.07428063418167129,2.9180001008768053,0.0,10
0.0,1,32,2,0.3111210325761393,1.2810943138467155,1,1,0,0.6496591812582333,1.676416364577685,0.0,10
0.0,1,33,2,0.2671526853524828,1.2436321269003772,1,2,1,0.7647481111334634,1.3335509669160048,0.0,10
0.0,1,34,2,0.40193463940902235,1.3422044456158722,2,2,1,0.14861758862988161,2.5410911701521486,0.0,10
0.0,1,35,2,0.26020445971400097,1.2424093192651358,1,3,0,1.0747102967285822,0.6639666352416227,0.0,10
