arm,true_mu,delta,seed_rep,observer,true_goal,recovered_mu,mu_posterior_entropy,subgoal_entropy,correct,final_entropy,psi_analogue,psi_structure,engaged_fraction,cum_deep,separation_enforced
sustained,1,1.0,0,159,0,1.5007437084152175,0.8535720514696274,1.3816262750325645,1,3.3168683635339155e-15,3.5591915038747293,3.569940169279812,,24,True
sustained,1,1.0,0,160,0,1.5696366839644762,0.9197501476923715,1.3304015377398632,1,3.1835909859446195e-15,3.163695331139683,3.29239331303259,,24,True
sustained,1,1.0,0,161,0,1.5574742667018857,0.9335320652532973,1.379410085523181,1,3.224669606207602e-15,3.7264750889606124,3.742326719290811,,24,True
sustained,1,1.0,0,162,0,1.9857220253557644,1.093176920700886,1.3437386498425195,1,4.137187726834323e-15,2.93169595141339,3.029684097797747,,24,True
sustained,1,1.0,0,163,0,1.4860184366901352,0.8554708179492609,1.373062467255709,1,6.685094250343123e-15,3.5867449656136383,3.6172125271445847,,24,True
sustained,1,1.0,0,164,0,1.7875553199090373,1.0526480261445377,1.3565578567546865,1,3.0823566057500833e-15,3.806903640607504,3.875374472240487,,24,True
sustained,1,1.0,0,165,0,1.0248857013399422,0.10155872115267958,1.386239745077596,1,4.6749771610369796e-15,3.375452492205392,3.3755782502602965,,24,True
sustained,1,1.0,0,166,0,1.6948797675562803,1.0014971193561009,1.3659536965735117,1,3.076010109590402e-15,3.455709439426013,3.5025455503611145,,24,True
sustained,1,1.0,0,167,0,1.5314729868790347,0.8924935469082995,1.3636206857228452,1,1.3080887022045127e-13,3.6571872915414034,3.709395358480212,,24,True
sustained,1,1.0,0,168,0,1.963340151777163,1.0955408584164639,1.365368564738406,1,8.32409999487701e-15,3.1469127005536115,3.1950961273335508,,24,True
sustained,1,1.0,0,169,0,1.4377916855780988,0.822506592262106,1.3664311263532767,1,3.687124674337666e-15,3.4007196434092353,3.4464564316512303,,24,True
sustained,1,1.0,0,170,0,1.162465371931771,0.4245952300762957,1.3834735226977422,1,3.5166460594156276e-15,3.1669191999201503,3.173414420393402,,24,True
sustained,1,1.0,0,171,0,1.6151908861698376,0.9632648875511267,1.3486726332251169,1,4.0388066438989045e-15,2.3398740160907168,2.426501245894817,,24,True
