kappa,signing_rate,contamination,seed_rep,observer,exposure,ghost_col_err,creator_mi,oracle_mi,mi_ratio,ghost_col_entropy,time_to_competence
0.1,0.0,0.3,1,3,-1,3.931414362104994,0.7880817068587258,1.0887088433787815,0.7238681963976092,1.0002516194152822,600.0
0.1,0.0,0.3,1,4,100,3.2979009467114615,0.7719532720902013,1.0887088433787815,0.7090539190390546,1.1375764521179472,
0.1,0.0,0.3,1,4,200,3.490308272665305,0.7731945406480374,1.0887088433787815,0.7101940480693139,1.1497172480072821,
0.1,0.0,0.3,1,4,300,3.5660051748584234,0.7518216389033975,1.0887088433787815,0.6905626269831127,1.1658497310016596,
0.1,0.0,0.3,1,4,400,3.6311404404152303,0.7586821717349418,1.0887088433787815,0.6968641582632783,1.143765412545277,
0.1,0.0,0.3,1,4,500,3.6791774209046526,0.7556020163710333,1.0887088433787815,0.6940349763542296,1.1501191803436823,
0.1,0.0,0.3,1,4,600,3.712660123739887,0.75245471988454,1.0887088433787815,0.6911441240334882,1.151322059264732,
0.1,0.0,0.3,1,4,-1,3.712660123739887,0.75245471988454,1.0887088433787815,0.6911441240334882,1.151322059264732,600.0
0.1,0.0,0.3,1,5,100,3.002037354826895,0.9212445647012959,1.0887088433787815,0.846180841006339,0.8903565545151546,
0.1,0.0,0.3,1,5,200,2.92526746398613,0.9187942826947981,1.0887088433787815,0.8439302098836107,0.870703903045791,
0.1,0.0,0.3,1,5,300,2.907172778445065,0.9176987284309722,1.0887088433787815,0.8429239222333461,0.8377066434938283,
0.1,0.0,0.3,1,5,400,2.8652749707695215,0.913676920303546,1.0887088433787815,0.8392298141603882,0.8251912576994432,
0.1,0.0,0.3,1,5,500,2.8389803367824635,0.9068783261177024,1.0887088433787815,0.8329851747168945,0.8284759299189837,
0.1,0.0,0.3,1,5,600,2.8465242291395496,0.9075461584592378,1.0887088433787815,0.8335985915597878,0.8186444184859049,
0.1,0.0,0.3,1,5,-1,2.8465242291395496,0.9075461584592378,1.0887088433787815,0.8335985915597878,0.8186444184859049,600.0
0.1,0.0,0.3,1,6,100,3.323098388803646,0.7418493040427974,1.0887088433787815,0.6814028457236427,1.0852138460119707,
0.1,0.0,0.3,1,6,200,3.3528448199042926,0.7532287504213266,1.0887088433787815,0.6918550859600805,1.027609932455574,
0.1,0.0,0.3,1,6,300,3.360057959379825,0.7666298580890971,1.0887088433787815,0.704164260951422,0.9969858816010935,
0.1,0.0,0.3,1,6,400,3.414835088939582,0.7786663934710866,1.0887088433787815,0.7152200500682205,0.9788299873503544,
0.1,0.0,0.3,1,6,500,3.4423123108947733,0.7669901077029154,1.0887088433787815,0.7044951571464968,0.9779162468150576,
0.1,0.0,0.3,1,6,600,3.435371867135217,0.7691646021637392,1.0887088433787815,0.7064924721072858,0.9766666846759543,
0.1,0.0,0.3,1,6,-1,3.435371867135217,0.7691646021637392,1.0887088433787815,0.7064924721072858,0.9766666846759543,600.0
0.1,0.0,0.3,1,7,100,3.003715348412511,0.7725391309693688,1.0887088433787815,0.7095920416810544,1.0704166934288615,
0.1,0.0,0.3,1,7,200,3.0447511443446595,0.7878650430934754,1.0887088433787815,0.723669186564477,1.0602529973365895,
0.1,0.0,0.3,1,7,300,3.048168094736318,0.8087969460650456,1.0887088433787815,0.7428955418006562,1.034836988561494,
0.1,0.0,0.3,1,7,400,3.0496120084606453,0.8086207994717314,1.0887088433787815,0.7427337477687757,1.0268148479706307,
0.1,0.0,0.3,1,7,500,3.057117809857272,0.8027336353180735,1.0887088433787815,0.737326274329516,1.031324835503825,
0.1,0.0,0.3,1,7,600,3.0718868692414603,0.7971693567714299,1.0887088433787815,0.7322153775268639,1.0314759664260582,
0.1,0.0,0.3,1,7,-1,3.0718868692414603,0.7971693567714299,1.0887088433787815,0.7322153775268639,1.0314759664260582,600.0
0.1,0.0,0.3,2,0,100,3.2609954549857902,0.8106838448585978,1.0887088433787815,0.7446286946128408,1.1048001908298566,
0.1,0.0,0.3,2,0,200,3.342556996019776,0.7833056451015046,1.0887088433787815,0.7194812918672862,1.1417186782996136,
0.1,0.0,0.3,2,0,300,3.321829596962794,0.7770874275332176,1.0887088433787815,0.7137697395031215,1.1552539338965255,
0.1,0.0,0.3,2,0,400,3.3018908779489538,0.7819705744174273,1.0887088433787815,0.7182550037809932,1.1418611539924202,
0.1,0.0,0.3,2,0,500,3.2982833807141065,0.7856682599573579,1.0887088433787815,0.7216513990269937,1.1327551827882565,
0.1,0.0,0.3,2,0,600,3.3008895489741024,0.7986332781725598,1.0887088433787815,0.7335600174735615,1.1201124286246031,
0.1,0.0,0.3,2,0,-1,3.3008895489741024,0.7986332781725598,1.0887088433787815,0.7335600174735615,1.1201124286246031,600.0
0.1,0.0,0.3,2,1,100,3.710936763168168,0.8164782190263529,1.0887088433787815,0.749950938666423,1.1522639874066836,
0.1,0.0,0.3,2,1,200,3.7101184163839234,0.8125900556588583,1.0887088433787815,0.7463795858744059,1.1405679178491774,
0.1,0.0,0.3,2,1,300,3.637423044787279,0.8078400538203476,1.0887088433787815,0.7420166178803468,1.1371451101082635,
0.1,0.0,0.3,2,1,400,3.579552124435229,0.7972088846800792,1.0887088433787815,0.732251684670771,1.1330402833251445,
0.1,0.0,0.3,2,1,500,3.544972026634972,0.7771932489679707,1.0887088433787815,0.7138669385250609,1.1430463172620318,
0.1,0.0,0.3,2,1,600,3.5630498960750017,0.7761213975033199,1.0887088433787815,0.712882422351458,1.140624105775133,
0.1,0.0,0.3,2,1,-1,3.5630498960750017,0.7761213975033199,1.0887088433787815,0.712882422351458,1.140624105775133,600.0
0.1,0.0,0.3,2,2,100,3.8048165914552228,0.9092114471391508,1.0887088433787815,0.8351281912227654,1.1387606964085146,
0.1,0.0,0.3,2,2,200,3.8281868937438164,0.9091251547597652,1.0887088433787815,0.8350489300135722,1.1779465609717727,
0.1,0.0,0.3,2,2,300,3.7897454759393634,0.9319784561321853,1.0887088433787815,0.8560401266143965,1.1854920536965223,
0.1,0.0,0.3,2,2,400,3.7958204989859046,0.9239356426709966,1.0887088433787815,0.8486526478498922,1.2086825588388028,
0.1,0.0,0.3,2,2,500,3.7838946258912243,0.922889272006012,1.0887088433787815,0.8476915362805795,1.217137610593428,
0.1,0.0,0.3,2,2,600,3.8032520341866665,0.9305624929359886,1.0887088433787815,0.8547395372007914,1.216468436222276,
0.1,0.0,0.3,2,2,-1,3.8032520341866665,0.9305624929359886,1.0887088433787815,0.8547395372007914,1.216468436222276,600.0
0.1,0.0,0.3,2,3,100,3.6878922114965027,0.9301165195315734,1.0887088433787815,0.8543299020562553,1.0710890267887552,
0.1,0.0,0.3,2,3,200,3.621974113451901,0.9059805699828043,1.0887088433787815,0.8321605684501612,1.0845916382349654,
0.1,0.0,0.3,2,3,300,3.5856767416503676,0.8957867666753183,1.0887088433787815,0.8227973641651204,1.0885483273965397,
0.1,0.0,0.3,2,3,400,3.58093332104238,0.8850467310602126,1.0887088433787815,0.8129324350057555,1.0976355814666736,
0.1,0.0,0.3,2,3,500,3.565607443722043,0.887642410459019,1.0887088433787815,0.8153166164281741,1.0934822833790054,
0.1,0.0,0.3,2,3,600,3.5984023680589723,0.8936262956637423,1.0887088433787815,0.8208129300120267,1.0926122090871728,
0.1,0.0,0.3,2,3,-1,3.5984023680589723,0.8936262956637423,1.0887088433787815,0.8208129300120267,1.0926122090871728,600.0
0.1,0.0,0.3,2,4,100,3.6937101170779156,0.9037967671399456,1.0887088433787815,0.8301547035615456,1.1037372794732199,
0.1,0.0,0.3,2,4,200,3.771958159718726,0.9034963259521942,1.0887088433787815,0.8298787425554617,1.116624235735282,
0.1,0.0,0.3,2,4,300,3.7600342742305184,0.8960157683402408,1.0887088433787815,0.8230077065962628,1.1243343387882379,
0.1,0.0,0.3,2,4,400,3.7434824023389828,0.8929033813158361,1.0887088433787815,0.8201489192874857,1.1260250881145848,
