content,label,theta,seed_rep,observer,source_goal,recovered_mu,recovered_mu_final,final_entropy,prior_drift,prior_mass_on_source_goal,value_divergence,theta_value,correct,confident,confidently_wrong
foreign,sig_creator,closed,11,22,2,2.139680381799319,1.9460644268948077,0.7946050817144443,1.1169241968520037e-09,0.3170983098465199,2.9210071094351804,2.739257714378338e-05,1,0,0
foreign,sig_creator,closed,11,23,2,2.061949300727041,1.8418362920213212,0.0014825577829334195,2.903904165618003e-10,0.23140773011880267,3.0331281064716578,7.035277589008761e-06,0,1,0
foreign,sig_creator,closed,11,24,2,2.1457073696259052,2.0,0.29758551773316166,2.2196649509104488e-10,0.26169371468876457,3.0313829644968124,6.647880582508674e-06,0,1,0
foreign,sig_creator,closed,11,25,2,2.0806367139213364,1.9999959717624574,0.2976159543485634,1.700023296849578e-10,0.3037466409132885,3.0416558004820127,6.492951460899424e-06,1,1,0
foreign,sig_creator,closed,11,26,2,1.9864918179690045,1.8497768167378144,0.001246708141380528,5.118554680218627e-11,0.326495587504309,3.1295994193281973,3.6608097323129536e-06,1,1,0
foreign,sig_creator,closed,11,27,2,2.098774379665794,2.1778124452988172,5.96601167880235e-05,1.6536985737812928e-06,0.24300670076146919,2.595936425222293,0.004494608378694499,0,1,0
foreign,sig_creator,closed,11,28,2,2.1006659594755854,1.9897830692263176,0.013540850073366657,2.9867181526896613e-10,0.20515701812659448,3.038276074947686,6.5424723466458e-06,0,1,0
foreign,sig_creator,closed,11,29,2,2.1119423500257315,2.1275661893881987,0.014793219909047842,0.00015513035617191213,0.20172285839281673,2.5639411260874763,0.007610430161348099,0,1,0
foreign,sig_creator,closed,11,30,2,2.090451969372524,1.999999999999999,0.2975855177332043,2.6136371358539265e-10,0.3083293843288137,2.8606424950069274,1.223444025405869e-05,1,1,1
foreign,sig_creator,closed,11,31,2,2.1091244084738956,1.9596485381648587,0.7530706471470121,1.3956454433250578e-09,0.23121740450457784,2.939311861287024,2.3099331273048053e-05,0,0,0
foreign,sig_creator,closed,11,32,2,2.153479930416008,2.182382731006591,0.13460578288604078,3.964784078491117e-06,0.21510139460243133,2.560956380649857,0.004495249592611004,0,1,0
