regime,arm,observer,n_train,evasion,trained_at,evaded,fired,score
no_evasion,human_fast,5,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,6,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,7,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,8,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,9,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,10,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,11,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,12,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,13,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,14,0,0.0,0.0,0,0,0.0
no_evasion,human_fast,15,0,0.0,0.0,0,0,0.0
no_evasion,machine,0,8,0.0,0.0,0,1,1.3862943611198908
no_evasion,machine,1,8,0.0,0.0,0,1,1.460675544891294
no_evasion,machine,2,8,0.0,0.0,0,1,1.6094379124341005
no_evasion,machine,3,8,0.0,0.0,0,1,0.706754512066697
no_evasion,machine,4,8,0.0,0.0,0,1,1.0729586082894003
no_evasion,machine,5,8,0.0,0.0,0,1,0.035120171885941964
no_evasion,machine,6,8,0.0,0.0,0,1,0.5579921445238906
no_evasion,machine,7,8,0.0,0.0,0,1,1.6094379124341005
no_evasion,machine,8,8,0.0,0.0,0,1,1.460675544891294
no_evasion,machine,9,8,0.0,0.0,0,1,1.6094379124341005
no_evasion,machine,10,8,0.0,0.0,0,1,0.8634223884819422
no_evasion,machine,11,8,0.0,0.0,0,1,1.3862943611198908
no_evasion,machine,12,8,0.0,0.0,0,1,0.9985774245179971
no_evasion,machine,13,8,0.0,0.0,0,1,1.6094379124341005
no_evasion,machine,14,8,0.0,0.0,0,1,0.706754512066697
no_evasion,machine,15,8,0.0,0.0,0,1,1.0729586082894003
no_evasion,human_careful,0,8,0.0,0.0,0,0,-0.4054651081081646
no_evasion,human_careful,1,8,0.0,0.0,0,0,-1.09861228866811
no_evasion,human_careful,2,8,0.0,0.0,0,0,-0.36620409622270333
no_evasion,human_careful,3,8,0.0,0.0,0,0,-0.36620409622270333
no_evasion,human_careful,4,8,0.0,0.0,0,0,-0.13515503603605486
no_evasion,human_careful,5,8,0.0,0.0,0,0,-0.6931471805599454
no_evasion,human_careful,6,8,0.0,0.0,0,0,-0.8283022165960002
no_evasion,human_careful,7,8,0.0,0.0,0,0,-0.13515503603605486
no_evasion,human_careful,8,8,0.0,0.0,0,0,-0.6931471805599454
no_evasion,human_careful,9,8,0.0,0.0,0,0,-0.6931471805599454
no_evasion,human_careful,10,8,0.0,0.0,0,0,0.0
no_evasion,human_careful,11,8,0.0,0.0,0,0,-0.7324081924454067
no_evasion,human_careful,12,8,0.0,0.0,0,0,-1.09861228866811
no_evasion,human_careful,13,8,0.0,0.0,0,0,-0.36620409622270333
no_evasion,human_careful,14,8,0.0,0.0,0,0,-0.7324081924454067
no_evasion,human_careful,15,8,0.0,0.0,0,0,-0.9634572526320552
no_evasion,human_fast,0,8,0.0,0.0,0,0,-0.5013591322587582
no_evasion,human_fast,1,8,0.0,0.0,0,0,-0.36620409622270333
