mu,beta,i,settled_at,n_steps,real_gain,sham_at,sham_gain
3,0.1,80,14,24,-0.2233520145409027,15,-0.2609939277276758
3,0.1,81,2,24,0.08674966454295663,3,0.12438204343906434
3,0.1,84,17,24,-0.04220804653789911,7,0.020386374817043196
3,0.1,86,21,24,0.11244799764141367,2,0.11659294457752911
3,0.1,87,2,24,0.06758287514597705,9,0.14220213436807394
3,0.1,88,9,24,0.1167733563578579,10,0.05855815375963047
3,0.1,89,10,24,-0.09060824655159583,3,0.04796576508892536
3,0.1,91,13,24,0.1196366467866834,3,0.3486010173616998
3,0.1,95,4,24,-0.21187508087661255,12,-0.10229783993314934
3,0.1,96,12,24,0.21520219489127168,2,0.012277250504533654
3,0.1,97,4,24,0.0720132935821256,2,-0.1393777599184931
3,0.1,98,7,24,-0.13457575244981523,6,-0.1410770403592465
3,0.1,100,2,24,0.030170182130987655,14,-0.01402499847411165
3,0.1,101,16,24,-0.013368331569440617,19,0.007986346189482019
3,0.1,104,3,24,-0.07655793611031947,2,-0.1474457172242194
3,0.1,106,5,24,0.03280927478433382,2,0.11693860654922417
3,0.1,108,2,24,-0.03331523765344402,3,-0.04673248931122598
3,0.1,115,3,24,-0.07231246889202825,2,-0.08676597598020086
