arm,content,declared_signal,n,within_observer,within_observer_sd,between_observer,between_observer_sd,engaged_fraction,engaged_fraction_sd,accuracy
E_no_tom_classifier@0.95,goal_empty,SIG_GHOST,4000,0.11579915910011306,0.14612809834480642,1.3800002444318384,0.004280425003634098,0.21689285714285714,0.2930128046122439,
E_no_tom_classifier@0.99,goal_empty,SIG_GHOST,4000,0.13163456597252066,0.24159140648760807,1.379485010032088,0.004663376758125327,0.44353571428571426,0.400439598949551,
A_active_inference,goal_empty,UNSIGNED,4000,1.2357559028955296,0.22474445438264015,1.3785902889503783,0.005814143267186413,0.0,0.0,
B_bayesian_always_deep,goal_empty,UNSIGNED,4000,1.2763124580624186,0.13644540173388442,1.3756767835035457,0.007635753950339734,1.0,0.0,
C_label_truster,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,1.0,0.0,
D_effort_heuristic@0.01,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,1.0,0.0,
D_effort_heuristic@0.02,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,1.0,0.0,
D_effort_heuristic@0.05,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,0.7594642857142858,0.06547135954483095,
D_effort_heuristic@0.1,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,0.1027678571428571,0.035449735542301825,
D_effort_heuristic@0.2,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,0.0714285714285714,2.775904571323773e-17,
D_effort_heuristic@0.4,goal_empty,UNSIGNED,4000,1.3669077250539383,0.013048592918915114,1.379935750659376,0.005256159565430841,0.0714285714285714,2.775904571323773e-17,
E_no_tom_classifier@0.6,goal_empty,UNSIGNED,4000,0.32925961561485473,0.28534303593810095,1.3807247305307104,0.003979682968851432,0.015660714285714285,0.04638926268495465,
E_no_tom_classifier@0.8,goal_empty,UNSIGNED,4000,0.22561815660619494,0.18466089627365756,1.380336348029671,0.0035647433390559435,0.06228571428571428,0.12504860729534661,
E_no_tom_classifier@0.95,goal_empty,UNSIGNED,4000,0.11348138746022889,0.1400893151107538,1.3791271412801154,0.004637081226417535,0.21725,0.29184014278838666,
E_no_tom_classifier@0.99,goal_empty,UNSIGNED,4000,0.13154237271686114,0.24402790947137412,1.377337988125755,0.006522394998463892,0.44032142857142853,0.39657748915668206,
A_active_inference,goal_foreign,SIG_CREATOR,4000,1.1836264677705832,0.40198766118716933,1.3789561391662923,0.005059668713105267,0.9227678571428571,0.24544940522142084,
B_bayesian_always_deep,goal_foreign,SIG_CREATOR,4000,1.185708706602201,0.3994334427597862,1.3790554181335266,0.00504643870834371,1.0,0.0,
C_label_truster,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,1.0,0.0,
D_effort_heuristic@0.01,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.9950535714285714,0.059852282874321906,
D_effort_heuristic@0.02,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.9527857142857143,0.15619477707583537,
D_effort_heuristic@0.05,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.38883928571428567,0.1718415098462202,
D_effort_heuristic@0.1,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.07894642857142856,0.021922403331749902,
